entrance_area,time,weekday,avg_ppl_in,exit_area,avg_ppl_out,net_flow
G08,22,6,645.96,G08,832.18,-186.22
BL19,11,3,645.86,BL19,816.24,-170.38
BR14,9,2,645.78,BR14,585.90,59.88
G08,10,0,645.19,G08,648.16,-2.97
R02,19,3,644.67,R02,1780.67,-1136.00
BR12,11,5,644.58,BR12,760.38,-115.80
Zhonghe Dist.,6,3,644.39,Zhonghe Dist.,1995.28,-1350.89
O10,10,3,643.62,O10,679.67,-36.05
Wenshan Dist.,6,4,643.51,Wenshan Dist.,992.74,-349.23
R02,10,0,643.50,R02,430.90,212.60
BL14,22,2,643.10,BL14,1758.52,-1115.42
R09,6,4,642.87,R09,70.34,572.53
O10,9,5,642.87,O10,730.54,-87.67
BR08,12,0,642.69,BR08,596.72,45.97
R02,18,6,642.24,R02,808.08,-165.84
Neihu Dist.,0,4,641.56,Neihu Dist.,352.86,288.70
BR08,22,4,641.31,BR08,878.68,-237.37
BL19,8,5,640.65,BL19,821.31,-180.66
BL11,0,5,640.58,BL11,1672.07,-1031.49
O12,9,3,640.41,O12,956.39,-315.98
BL17,20,1,640.33,BL17,1604.90,-964.57
BR12,13,3,640.31,BR12,626.27,14.04
G13,18,6,639.97,G13,975.69,-335.72
Wenshan Dist.,6,2,639.85,Wenshan Dist.,976.50,-336.65
Luzhou Dist.,13,3,639.33,Luzhou Dist.,1080.28,-440.95
BR12,21,0,639.30,BR12,743.98,-104.68
O12,9,2,638.84,O12,915.79,-276.95
BL17,21,0,638.81,BL17,1459.65,-820.84
G13,10,4,638.71,G13,418.77,219.94
O11,22,6,638.38,O11,764.26,-125.88
O12,12,5,638.04,O12,940.85,-302.81
BR07,21,5,637.53,BR07,420.68,216.85
Luzhou Dist.,13,0,636.68,Luzhou Dist.,1128.52,-491.84
O12,21,2,636.27,O12,580.67,55.60
BR07,7,4,635.95,BR07,879.00,-243.05
G13,12,4,635.88,G13,583.84,52.04
R09,6,3,635.78,R09,71.28,564.50
R02,10,3,635.53,R02,439.08,196.45
BR12,20,1,634.94,BR12,928.92,-293.98
Zhonghe Dist.,6,4,634.93,Zhonghe Dist.,1958.95,-1324.02
O10,10,2,634.60,O10,662.82,-28.22
BR08,12,6,634.54,BR08,672.82,-38.28
G13,14,0,633.61,G13,580.62,52.99
O09,22,6,633.42,O09,666.14,-32.72
G13,16,1,632.83,G13,722.67,-89.84
BR12,20,0,632.66,BR12,907.03,-274.37
G13,13,3,632.65,G13,564.31,68.34
O12,14,6,632.52,O12,714.07,-81.55
Luzhou Dist.,12,2,632.22,Luzhou Dist.,1112.74,-480.52
BR08,21,2,632.18,BR08,832.88,-200.70
G08,11,0,632.02,G08,620.83,11.19
G08,11,1,631.75,G08,632.30,-0.55
G13,19,5,631.63,G13,900.92,-269.29
Zhonghe Dist.,6,0,631.20,Zhonghe Dist.,1943.35,-1312.15
R05,22,3,631.00,R05,1738.37,-1107.37
O12,16,4,630.75,O12,910.59,-279.84
G11,13,4,630.31,G11,482.58,147.73
G08,11,3,629.88,G08,636.58,-6.70
BR12,19,5,629.63,BR12,624.14,5.49
BR12,13,1,629.24,BR12,625.10,4.14
BR08,16,6,629.07,BR08,654.97,-25.90
R02,19,1,628.28,R02,1765.24,-1136.96
BR12,16,6,628.00,BR12,609.79,18.21
BL14,22,1,627.63,BL14,1693.14,-1065.51
R06,17,4,627.07,R06,952.72,-325.65
O08,7,5,626.77,O08,270.07,356.70
O12,13,6,626.53,O12,737.59,-111.06
G11,10,2,626.13,G11,383.94,242.19
G13,10,0,625.73,G13,408.74,216.99
O08,22,2,625.64,O08,2060.96,-1435.32
G13,16,0,625.24,G13,718.69,-93.45
O08,8,6,623.07,O08,392.49,230.58
R06,7,0,622.54,R06,345.26,277.28
R12,22,3,622.51,R12,981.03,-358.52
BL16,22,0,621.84,BL16,2943.68,-2321.84
BL16,22,1,621.37,BL16,3174.56,-2553.19
BL19,11,0,621.03,BL19,790.79,-169.76
G11,10,0,620.69,G11,363.35,257.34
G13,16,2,620.64,G13,710.93,-90.29
R02,13,5,620.02,R02,674.53,-54.51
G13,14,2,619.91,G13,562.11,57.80
BR15,11,4,619.36,BR15,275.76,343.60
O12,15,6,618.81,O12,717.59,-98.78
BL16,22,6,618.52,BL16,2310.36,-1691.84
O08,22,1,618.42,O08,1966.27,-1347.85
BR07,21,0,618.03,BR07,426.66,191.37
O12,21,5,617.72,O12,661.92,-44.20
Zhonghe Dist.,6,1,617.68,Zhonghe Dist.,1987.30,-1369.62
R12,6,1,617.63,R12,188.89,428.74
R09,6,2,617.50,R09,68.52,548.98
BR08,20,2,617.32,BR08,817.75,-200.43
BR12,15,4,617.06,BR12,618.94,-1.88
BR08,11,5,616.96,BR08,672.25,-55.29
BL11,0,4,615.33,BL11,1549.21,-933.88
G13,15,0,615.17,G13,634.18,-19.01
BR08,20,0,614.91,BR08,766.69,-151.78
R02,19,2,614.49,R02,1721.24,-1106.75
BR12,22,5,614.41,BR12,452.80,161.61
O12,18,6,614.35,O12,969.23,-354.88
BR15,11,2,614.03,BR15,271.97,342.06
O12,21,1,613.71,O12,571.97,41.74
O12,9,0,612.76,O12,953.14,-340.38
R09,19,2,612.72,R09,2074.90,-1462.18
O10,8,5,611.93,O10,593.33,18.60
BR07,16,4,611.19,BR07,539.80,71.39
BR15,13,4,610.84,BR15,436.62,174.22
BR12,12,4,610.78,BR12,667.73,-56.95
BR07,16,5,610.73,BR07,564.68,46.05
Zhonghe Dist.,6,2,610.05,Zhonghe Dist.,1930.68,-1320.63
BL19,9,6,609.98,BL19,794.98,-185.00
G13,10,6,609.95,G13,395.20,214.75
BR08,20,1,609.88,BR08,793.73,-183.85
BR15,10,4,609.80,BR15,282.84,326.96
Luzhou Dist.,10,5,609.69,Luzhou Dist.,1971.82,-1362.13
G13,16,3,608.95,G13,706.20,-97.25
R12,22,2,608.19,R12,926.24,-318.05
BL14,22,0,608.14,BL14,1560.37,-952.23
BR12,10,4,608.02,BR12,577.50,30.52
BL17,20,6,607.99,BL17,1081.90,-473.91
R02,10,2,607.90,R02,429.83,178.07
BR08,21,1,607.77,BR08,830.48,-222.71
G13,10,1,607.54,G13,408.31,199.23
O12,20,4,607.47,O12,982.00,-374.53
Danshui Dist.,0,6,607.44,Danshui Dist.,208.98,398.46
R09,19,3,607.02,R09,2030.70,-1423.68
Danshui Dist.,0,3,606.38,Danshui Dist.,196.67,409.71
BR07,16,1,606.34,BR07,511.58,94.76
G13,14,1,605.72,G13,561.39,44.33
BL17,21,3,605.23,BL17,1776.20,-1170.97
R03,21,1,604.95,R03,2186.55,-1581.60
BR14,17,5,604.88,BR14,790.48,-185.60
G10,22,3,604.85,G10,1494.24,-889.39
BL14,7,5,604.52,BL14,347.63,256.89
BR08,14,2,604.50,BR08,581.05,23.45
BR08,15,6,603.43,BR08,606.85,-3.42
O12,11,5,603.08,O12,948.02,-344.94
BL17,21,2,603.00,BL17,1694.09,-1091.09
R12,6,3,601.76,R12,188.68,413.08
BR08,14,6,601.56,BR08,676.80,-75.24
Luzhou Dist.,12,0,600.57,Luzhou Dist.,1131.50,-530.93
R09,16,6,600.38,R09,1037.87,-437.49
G13,14,3,600.29,G13,560.58,39.71
BR12,22,3,600.10,BR12,667.62,-67.52
BR12,14,4,599.94,BR12,651.78,-51.84
R14,6,3,599.83,R14,442.40,157.43
R14,6,0,599.35,R14,431.33,168.02
R14,6,1,599.07,R14,424.32,174.75
BR08,15,2,598.72,BR08,597.73,0.99
Nangang Dist.,6,6,598.49,Nangang Dist.,620.94,-22.45
Neihu Dist.,0,5,598.07,Neihu Dist.,286.63,311.44
R02,16,4,597.88,R02,636.62,-38.74
O12,19,5,597.74,O12,864.93,-267.19
R04,8,5,597.18,R04,501.02,96.16
BL13,19,5,597.04,BL13,1009.01,-411.97
BR08,19,5,596.99,BR08,677.73,-80.74
BR12,13,6,596.80,BR12,716.91,-120.11
BR15,7,1,596.54,BR15,490.99,105.55
BL10,7,5,596.42,BL10,970.99,-374.57
G13,10,2,596.26,G13,388.25,208.01
O08,22,0,596.22,O08,1743.86,-1147.64
G17,21,5,595.79,G17,1493.36,-897.57
BR15,9,5,595.51,BR15,295.29,300.22
R05,22,2,595.21,R05,1661.08,-1065.87
G17,20,5,595.15,G17,1121.94,-526.79
R12,6,2,594.98,R12,183.04,411.94
BR12,9,5,593.82,BR12,603.27,-9.45
G13,12,0,593.69,G13,566.75,26.94
Luzhou Dist.,12,3,593.40,Luzhou Dist.,1082.61,-489.21
O12,16,6,593.07,O12,764.26,-171.19
O12,16,1,592.39,O12,784.17,-191.78
G13,15,1,592.15,G13,604.72,-12.57
BR12,13,0,591.78,BR12,616.46,-24.68
BR12,15,6,591.69,BR12,624.86,-33.17
G11,13,3,591.65,G11,431.88,159.77
G19,10,6,591.51,G19,768.76,-177.25
BR15,14,4,591.16,BR15,543.68,47.48
G11,13,1,591.11,G11,432.59,158.52
G13,15,2,590.84,G13,608.08,-17.24
BL17,22,5,590.79,BL17,1601.20,-1010.41
BR15,7,4,590.08,BR15,474.95,115.13
G11,14,1,590.06,G11,406.60,183.46
R12,22,1,589.87,R12,913.05,-323.18
G13,12,2,589.71,G13,531.77,57.94
BR08,15,1,589.61,BR08,639.51,-49.90
BR08,14,3,589.32,BR08,592.65,-3.33
R04,22,6,589.31,R04,642.02,-52.71
BR12,10,3,589.21,BR12,562.34,26.87
Luzhou Dist.,11,6,588.97,Luzhou Dist.,1913.65,-1324.68
BR12,12,6,588.79,BR12,723.93,-135.14
BR15,7,3,588.66,BR15,493.05,95.61
BR12,10,2,588.35,BR12,555.91,32.44
R12,6,4,588.22,R12,187.62,400.60
BR12,10,1,588.15,BR12,554.10,34.05
R14,6,4,587.92,R14,420.61,167.31
O12,16,3,587.77,O12,744.71,-156.94
G13,15,3,587.52,G13,601.28,-13.76
O08,6,1,587.42,O08,140.33,447.09
R12,22,0,587.35,R12,878.29,-290.94
R03,22,2,587.14,R03,2161.13,-1573.99
G13,12,1,586.96,G13,560.66,26.30
BR08,15,3,586.91,BR08,597.55,-10.64
G11,17,4,586.08,G11,1756.18,-1170.10
O12,21,0,585.30,O12,560.26,25.04
G11,13,2,585.20,G11,462.75,122.45
O06,7,5,584.76,O06,327.91,256.85
BR08,14,1,584.39,BR08,582.34,2.05
Luzhou Dist.,12,1,584.38,Luzhou Dist.,1094.98,-510.60
BR07,19,5,583.87,BR07,471.81,112.06
BL17,8,6,583.63,BL17,326.65,256.98
Yonghe Dist.,8,6,583.25,Yonghe Dist.,1610.23,-1026.98
BR15,7,2,583.15,BR15,471.60,111.55
O08,22,6,582.45,O08,826.79,-244.34
BL14,22,6,581.49,BL14,1175.38,-593.89
BR06,18,1,580.80,BR06,271.45,309.35
BR15,19,5,580.24,BR15,790.50,-210.26
R02,13,6,580.11,R02,631.62,-51.51
BR08,21,5,580.09,BR08,580.30,-0.21
O12,20,3,579.96,O12,663.64,-83.68
G13,9,5,579.92,G13,371.43,208.49
BL17,21,1,579.84,BL17,1635.55,-1055.71
Luzhou Dist.,9,5,579.65,Luzhou Dist.,2022.75,-1443.10
BR08,11,4,579.57,BR08,555.81,23.76
R09,19,1,579.28,R09,2040.88,-1461.60
G13,12,3,579.17,G13,528.79,50.38
R03,7,5,579.13,R03,276.07,303.06
G13,10,3,578.21,G13,399.04,179.17
BR07,16,3,577.93,BR07,480.61,97.32
BR15,12,4,577.86,BR15,344.51,233.35
BR12,12,2,577.74,BR12,611.74,-34.00
R06,17,3,577.57,R06,774.26,-196.69
O12,20,2,577.49,O12,637.79,-60.30
BR08,21,0,577.44,BR08,746.40,-168.96
BR15,11,1,576.51,BR15,262.92,313.59
R06,17,2,576.49,R06,784.77,-208.28
Danshui Dist.,0,2,576.29,Danshui Dist.,182.35,393.94
BR15,11,0,576.21,BR15,258.25,317.96
BR07,16,2,576.17,BR07,485.71,90.46
R05,22,1,575.88,R05,1640.80,-1064.92
BR14,18,5,575.69,BR14,739.48,-163.79
O08,6,3,575.18,O08,144.78,430.40
R02,11,6,574.31,R02,637.01,-62.70
R02,21,5,573.84,R02,502.63,71.21
O12,22,5,573.79,O12,521.85,51.94
BR08,15,0,573.70,BR08,602.18,-28.48
BR08,10,5,573.50,BR08,564.36,9.14
Xindian Dist.,0,3,573.40,Xindian Dist.,164.90,408.50
R14,6,2,573.19,R14,413.70,159.49
R06,17,1,573.05,R06,744.60,-171.55
Luzhou Dist.,8,1,573.05,Luzhou Dist.,6808.79,-6235.74
R12,6,0,573.05,R12,193.05,380.00
R14,23,5,572.85,R14,562.31,10.54
G13,11,4,572.13,G13,481.97,90.16
O06,22,6,571.32,O06,898.78,-327.46
G14,23,5,571.31,G14,1536.91,-965.60
G17,20,3,571.06,G17,1824.66,-1253.60
G11,14,4,571.02,G11,449.64,121.38
BR15,13,2,570.91,BR15,411.70,159.21
R02,16,0,570.81,R02,507.93,62.88
G17,22,4,570.78,G17,1774.91,-1204.13
G11,14,3,570.08,G11,390.75,179.33
R12,22,6,569.95,R12,706.75,-136.80
BR12,8,5,569.90,BR12,517.69,52.21
R03,22,6,569.85,R03,2168.62,-1598.77
G11,13,0,569.77,G11,409.06,160.71
BR12,15,2,569.58,BR12,565.54,4.04
BR12,14,6,569.53,BR12,696.65,-127.12
R02,10,6,569.52,R02,480.06,89.46
BR08,14,0,569.49,BR08,558.84,10.65
O12,20,1,569.47,O12,650.61,-81.14
G17,6,1,569.40,G17,108.23,461.17
BR15,10,2,568.99,BR15,271.48,297.51
R02,10,5,568.58,R02,535.69,32.89
BR06,18,3,568.44,BR06,277.93,290.51
O12,16,0,568.21,O12,752.39,-184.18
BR12,15,3,567.84,BR12,561.30,6.54
G17,21,3,567.50,G17,2025.02,-1457.52
O12,16,2,567.45,O12,755.10,-187.65
BL13,21,4,567.18,BL13,1628.95,-1061.77
BR07,22,3,566.85,BR07,399.72,167.13
O12,12,6,566.21,O12,764.78,-198.57
BR06,18,0,565.82,BR06,258.87,306.95
R02,11,5,565.33,R02,635.83,-70.50
R02,22,4,564.68,R02,599.35,-34.67
G10,22,2,564.10,G10,1423.77,-859.67
BR12,22,2,563.66,BR12,620.00,-56.34
G11,14,0,563.36,G11,385.60,177.76
G11,14,2,563.34,G11,414.37,148.97
BL16,7,5,563.25,BL16,278.17,285.08
BL16,23,5,562.79,BL16,1896.36,-1333.57
BR12,12,3,562.59,BR12,608.47,-45.88
G13,11,0,562.39,G13,476.56,85.83
O10,10,6,562.10,O10,695.93,-133.83
G07,23,5,562.08,G07,1065.53,-503.45
R06,9,3,562.02,R06,456.33,105.69
O11,7,6,561.86,O11,366.33,195.53
G17,20,2,561.74,G17,1806.03,-1244.29
BR12,10,0,561.19,BR12,544.78,16.41
Luzhou Dist.,8,3,561.08,Luzhou Dist.,6760.26,-6199.18
Xindian Dist.,6,5,561.01,Xindian Dist.,808.66,-247.65
BR08,11,3,560.95,BR08,492.65,68.30
BR07,13,5,560.75,BR07,703.40,-142.65
O12,22,3,560.47,O12,499.16,61.31
BR15,16,2,560.40,BR15,613.60,-53.20
BR06,18,2,560.03,BR06,278.05,281.98
R05,22,0,559.82,R05,1432.14,-872.32
BR12,22,1,559.44,BR12,598.27,-38.83
BR07,16,0,559.43,BR07,456.49,102.94
G17,6,3,559.40,G17,110.97,448.43
R02,16,1,558.44,R02,539.07,19.37
R02,12,5,558.23,R02,665.47,-107.24
O12,20,0,558.15,O12,648.38,-90.23
BR15,11,3,558.11,BR15,262.28,295.83
G10,22,1,557.98,G10,1497.21,-939.23
O12,10,5,557.83,O12,827.34,-269.51
BR07,22,5,557.82,BR07,377.52,180.30
Xinzhuang Dist.,0,3,557.60,Xinzhuang Dist.,177.46,380.14
Danshui Dist.,0,1,557.38,Danshui Dist.,175.43,381.95
G18,8,6,556.95,G18,498.56,58.39
Danshui Dist.,0,0,556.94,Danshui Dist.,177.48,379.46
BL17,22,0,556.62,BL17,1359.06,-802.44
O08,6,4,556.40,O08,144.53,411.87
BR12,21,6,555.97,BR12,401.06,154.91
BR15,9,6,555.15,BR15,234.37,320.78
BL18,6,5,554.91,BL18,290.76,264.15
BR14,13,5,554.60,BR14,600.62,-46.02
Xindian Dist.,0,2,554.37,Xindian Dist.,157.37,397.00
O12,9,5,554.09,O12,716.54,-162.45
BL19,23,4,553.78,BL19,341.92,211.86
BR15,7,0,553.18,BR15,450.97,102.21
O08,6,2,552.72,O08,138.12,414.60
BR12,15,1,552.30,BR12,561.72,-9.42
Xindian Dist.,0,6,552.05,Xindian Dist.,160.30,391.75
BR08,11,0,551.45,BR08,490.39,61.06
Luzhou Dist.,8,4,551.41,Luzhou Dist.,6692.90,-6141.49
BR15,10,3,551.02,BR15,266.78,284.24
Luzhou Dist.,8,0,550.97,Luzhou Dist.,6293.76,-5742.79
BR15,10,1,550.84,BR15,270.64,280.20
BR15,16,1,550.60,BR15,568.30,-17.70
BL18,6,6,550.35,BL18,275.81,274.54
BR12,14,2,550.15,BR12,607.35,-57.20
Xindian Dist.,0,0,550.09,Xindian Dist.,152.19,397.90
G11,12,4,549.40,G11,677.55,-128.15
G17,21,2,548.92,G17,1899.84,-1350.92
R02,16,3,548.84,R02,505.96,42.88
BR15,13,3,548.75,BR15,392.29,156.46
Sanzhong Dist.,6,5,548.45,Sanzhong Dist.,1095.39,-546.94
BR07,16,6,548.23,BR07,449.75,98.48
BR14,21,3,548.07,BR14,538.37,9.70
BR15,14,2,547.88,BR15,490.35,57.53
BR08,11,1,547.83,BR08,492.49,55.34
BR08,9,6,547.51,BR08,452.75,94.76
BR15,16,3,547.32,BR15,566.40,-19.08
R06,9,1,547.28,R06,458.60,88.68
G17,6,2,547.04,G17,108.27,438.77
G19,9,6,546.95,G19,705.70,-158.75
BR12,12,1,546.92,BR12,600.77,-53.85
G16,6,4,546.68,G16,245.31,301.37
BL13,7,6,546.63,BL13,181.94,364.69
BR08,21,6,546.54,BR08,438.05,108.49
R06,9,4,546.33,R06,467.50,78.83
BR14,22,4,546.31,BR14,533.89,12.42
BR08,11,2,546.11,BR08,509.19,36.92
R06,18,5,545.97,R06,1180.10,-634.13
G07,23,4,545.59,G07,1111.20,-565.61
BR06,18,4,545.44,BR06,319.15,226.29
BR08,22,3,545.31,BR08,863.23,-317.92
G16,6,3,544.96,G16,238.00,306.96
BR07,12,5,544.81,BR07,669.66,-124.85
Xinzhuang Dist.,0,6,544.48,Xinzhuang Dist.,157.50,386.98
R09,19,0,544.06,R09,2015.47,-1471.41
BR15,16,0,543.87,BR15,578.28,-34.41
BL18,23,0,543.63,BL18,1394.89,-851.26
R14,23,4,542.88,R14,473.71,69.17
G11,17,2,542.10,G11,1533.78,-991.68
BR07,21,6,541.79,BR07,324.60,217.19
BR07,15,5,541.77,BR07,568.76,-26.99
R06,17,0,541.59,R06,757.33,-215.74
G16,6,1,540.77,G16,234.39,306.38
BR15,12,2,540.59,BR15,334.39,206.20
Tucheng Dist.,0,3,540.51,Tucheng Dist.,97.68,442.83
BR12,15,0,540.22,BR12,562.17,-21.95
BR08,19,6,540.08,BR08,552.95,-12.87
O12,7,5,539.99,O12,328.74,211.25
G17,6,4,539.88,G17,107.42,432.46
BL13,20,4,539.70,BL13,1225.42,-685.72
BR15,10,0,539.61,BR15,258.99,280.62
G11,17,3,539.34,G11,1660.56,-1121.22
BR12,19,6,539.28,BR12,488.28,51.00
G10,7,6,538.88,G10,275.56,263.32
BR14,21,2,538.83,BR14,500.44,38.39
R02,9,5,538.60,R02,541.25,-2.65
BR12,14,3,538.45,BR12,585.45,-47.00
